course_key,course_name,instructor,difficulty_level,certification_offered,study_material_available,course_duration_hours,course_price,feedback_score,enrollment_numbers,course_text
Python for Beginners | Emma Harris | Beginner,Python for Beginners,Emma Harris,Beginner,Yes,Yes,39.1,317.5,0.797,21600,"Course: Python for Beginners, Instructor: Emma Harris, Difficulty: Beginner, Certification: Yes, Study Material: Yes, Duration: 39.1 hours, Price: 317.5, Feedback Score: 0.797"
Project Management Fundamentals | Sarah Lee | Beginner,Project Management Fundamentals,Sarah Lee,Beginner,Yes,Yes,82.1,281.9,0.506,27111,"Course: Project Management Fundamentals, Instructor: Sarah Lee, Difficulty: Beginner, Certification: Yes, Study Material: Yes, Duration: 82.1 hours, Price: 281.9, Feedback Score: 0.506"
DevOps and Continuous Deployment | Emma Harris | Advanced,DevOps and Continuous Deployment,Emma Harris,Advanced,No,No,32.5,140.38,0.632,17492,"Course: DevOps and Continuous Deployment, Instructor: Emma Harris, Difficulty: Advanced, Certification: No, Study Material: No, Duration: 32.5 hours, Price: 140.38, Feedback Score: 0.632"
Ethical Hacking Masterclass | Olivia Taylor | Beginner,Ethical Hacking Masterclass,Olivia Taylor,Beginner,No,Yes,50.3,106.89,0.749,47808,"Course: Ethical Hacking Masterclass, Instructor: Olivia Taylor, Difficulty: Beginner, Certification: No, Study Material: Yes, Duration: 50.3 hours, Price: 106.89, Feedback Score: 0.749"
AI for Business Leaders | Emma Harris | Intermediate,AI for Business Leaders,Emma Harris,Intermediate,No,No,69.4,415.04,0.672,30893,"Course: AI for Business Leaders, Instructor: Emma Harris, Difficulty: Intermediate, Certification: No, Study Material: No, Duration: 69.4 hours, Price: 415.04, Feedback Score: 0.672"
Data Visualization with Tableau | Jessica Martinez | Beginner,Data Visualization with Tableau,Jessica Martinez,Beginner,No,No,90.6,478.93,0.855,44600,"Course: Data Visualization with Tableau, Instructor: Jessica Martinez, Difficulty: Beginner, Certification: No, Study Material: No, Duration: 90.6 hours, Price: 478.93, Feedback Score: 0.855"
Cloud Computing Essentials | David Wilson | Advanced,Cloud Computing Essentials,David Wilson,Advanced,Yes,Yes,78.0,421.43,0.603,18970,"Course: Cloud Computing Essentials, Instructor: David Wilson, Difficulty: Advanced, Certification: Yes, Study Material: Yes, Duration: 78.0 hours, Price: 421.43, Feedback Score: 0.603"
AI for Business Leaders | Sarah Lee | Beginner,AI for Business Leaders,Sarah Lee,Beginner,No,Yes,71.6,150.02,0.496,457,"Course: AI for Business Leaders, Instructor: Sarah Lee, Difficulty: Beginner, Certification: No, Study Material: Yes, Duration: 71.6 hours, Price: 150.02, Feedback Score: 0.496"
Data Visualization with Tableau | Dr. John Smith | Beginner,Data Visualization with Tableau,Dr. John Smith,Beginner,No,Yes,31.9,183.69,0.401,24496,"Course: Data Visualization with Tableau, Instructor: Dr. John Smith, Difficulty: Beginner, Certification: No, Study Material: Yes, Duration: 31.9 hours, Price: 183.69, Feedback Score: 0.401"
Project Management Fundamentals | Daniel White | Intermediate,Project Management Fundamentals,Daniel White,Intermediate,Yes,Yes,47.1,287.71,0.695,21067,"Course: Project Management Fundamentals, Instructor: Daniel White, Difficulty: Intermediate, Certification: Yes, Study Material: Yes, Duration: 47.1 hours, Price: 287.71, Feedback Score: 0.695"
Ethical Hacking Masterclass | Emma Harris | Beginner,Ethical Hacking Masterclass,Emma Harris,Beginner,Yes,Yes,86.1,401.51,0.728,8493,"Course: Ethical Hacking Masterclass, Instructor: Emma Harris, Difficulty: Beginner, Certification: Yes, Study Material: Yes, Duration: 86.1 hours, Price: 401.51, Feedback Score: 0.728"
Cybersecurity for Professionals | Prof. Emily Johnson | Advanced,Cybersecurity for Professionals,Prof. Emily Johnson,Advanced,Yes,No,78.5,163.88,0.779,31542,"Course: Cybersecurity for Professionals, Instructor: Prof. Emily Johnson, Difficulty: Advanced, Certification: Yes, Study Material: No, Duration: 78.5 hours, Price: 163.88, Feedback Score: 0.779"
Cybersecurity for Professionals | Jessica Martinez | Beginner,Cybersecurity for Professionals,Jessica Martinez,Beginner,No,Yes,52.7,428.89,0.401,29061,"Course: Cybersecurity for Professionals, Instructor: Jessica Martinez, Difficulty: Beginner, Certification: No, Study Material: Yes, Duration: 52.7 hours, Price: 428.89, Feedback Score: 0.401"
Data Visualization with Tableau | Prof. Emily Johnson | Intermediate,Data Visualization with Tableau,Prof. Emily Johnson,Intermediate,No,Yes,13.7,398.03,0.913,33653,"Course: Data Visualization with Tableau, Instructor: Prof. Emily Johnson, Difficulty: Intermediate, Certification: No, Study Material: Yes, Duration: 13.7 hours, Price: 398.03, Feedback Score: 0.913"
Stock Market and Trading Strategies | David Wilson | Intermediate,Stock Market and Trading Strategies,David Wilson,Intermediate,Yes,No,27.7,343.08,0.756,12174,"Course: Stock Market and Trading Strategies, Instructor: David Wilson, Difficulty: Intermediate, Certification: Yes, Study Material: No, Duration: 27.7 hours, Price: 343.08, Feedback Score: 0.756"
Game Development with Unity | Sophia Anderson | Advanced,Game Development with Unity,Sophia Anderson,Advanced,Yes,Yes,13.9,142.09,0.83,32236,"Course: Game Development with Unity, Instructor: Sophia Anderson, Difficulty: Advanced, Certification: Yes, Study Material: Yes, Duration: 13.9 hours, Price: 142.09, Feedback Score: 0.83"
Fundamentals of Digital Marketing | Prof. Emily Johnson | Intermediate,Fundamentals of Digital Marketing,Prof. Emily Johnson,Intermediate,No,Yes,72.5,170.33,0.671,37812,"Course: Fundamentals of Digital Marketing, Instructor: Prof. Emily Johnson, Difficulty: Intermediate, Certification: No, Study Material: Yes, Duration: 72.5 hours, Price: 170.33, Feedback Score: 0.671"
Python for Beginners | William Thomas | Advanced,Python for Beginners,William Thomas,Advanced,Yes,Yes,91.0,276.46,0.775,15577,"Course: Python for Beginners, Instructor: William Thomas, Difficulty: Advanced, Certification: Yes, Study Material: Yes, Duration: 91.0 hours, Price: 276.46, Feedback Score: 0.775"
Personal Finance and Wealth Building | William Thomas | Beginner,Personal Finance and Wealth Building,William Thomas,Beginner,Yes,Yes,91.3,56.75,0.912,48879,"Course: Personal Finance and Wealth Building, Instructor: William Thomas, Difficulty: Beginner, Certification: Yes, Study Material: Yes, Duration: 91.3 hours, Price: 56.75, Feedback Score: 0.912"
Stock Market and Trading Strategies | Benjamin Lewis | Advanced,Stock Market and Trading Strategies,Benjamin Lewis,Advanced,Yes,Yes,42.6,171.12,0.946,42863,"Course: Stock Market and Trading Strategies, Instructor: Benjamin Lewis, Difficulty: Advanced, Certification: Yes, Study Material: Yes, Duration: 42.6 hours, Price: 171.12, Feedback Score: 0.946"
Fundamentals of Digital Marketing | Ethan Hall | Intermediate,Fundamentals of Digital Marketing,Ethan Hall,Intermediate,Yes,Yes,16.9,284.8,0.554,15729,"Course: Fundamentals of Digital Marketing, Instructor: Ethan Hall, Difficulty: Intermediate, Certification: Yes, Study Material: Yes, Duration: 16.9 hours, Price: 284.8, Feedback Score: 0.554"
Fundamentals of Digital Marketing | Olivia Taylor | Advanced,Fundamentals of Digital Marketing,Olivia Taylor,Advanced,Yes,Yes,37.6,43.09,0.784,19075,"Course: Fundamentals of Digital Marketing, Instructor: Olivia Taylor, Difficulty: Advanced, Certification: Yes, Study Material: Yes, Duration: 37.6 hours, Price: 43.09, Feedback Score: 0.784"
Cloud Computing Essentials | Michael Brown | Intermediate,Cloud Computing Essentials,Michael Brown,Intermediate,Yes,Yes,52.7,166.22,0.768,15318,"Course: Cloud Computing Essentials, Instructor: Michael Brown, Difficulty: Intermediate, Certification: Yes, Study Material: Yes, Duration: 52.7 hours, Price: 166.22, Feedback Score: 0.768"
AI for Business Leaders | Prof. Emily Johnson | Beginner,AI for Business Leaders,Prof. Emily Johnson,Beginner,Yes,Yes,87.7,416.25,0.724,9935,"Course: AI for Business Leaders, Instructor: Prof. Emily Johnson, Difficulty: Beginner, Certification: Yes, Study Material: Yes, Duration: 87.7 hours, Price: 416.25, Feedback Score: 0.724"
Advanced Machine Learning | Jessica Martinez | Intermediate,Advanced Machine Learning,Jessica Martinez,Intermediate,Yes,Yes,46.2,462.72,0.73,44496,"Course: Advanced Machine Learning, Instructor: Jessica Martinez, Difficulty: Intermediate, Certification: Yes, Study Material: Yes, Duration: 46.2 hours, Price: 462.72, Feedback Score: 0.73"
Cybersecurity for Professionals | Sophia Anderson | Advanced,Cybersecurity for Professionals,Sophia Anderson,Advanced,No,Yes,71.7,373.42,0.94,15878,"Course: Cybersecurity for Professionals, Instructor: Sophia Anderson, Difficulty: Advanced, Certification: No, Study Material: Yes, Duration: 71.7 hours, Price: 373.42, Feedback Score: 0.94"
Fundamentals of Digital Marketing | Charlotte King | Intermediate,Fundamentals of Digital Marketing,Charlotte King,Intermediate,Yes,Yes,46.7,114.23,0.779,11325,"Course: Fundamentals of Digital Marketing, Instructor: Charlotte King, Difficulty: Intermediate, Certification: Yes, Study Material: Yes, Duration: 46.7 hours, Price: 114.23, Feedback Score: 0.779"
Python for Beginners | Alexander Young | Beginner,Python for Beginners,Alexander Young,Beginner,No,Yes,11.7,213.23,0.88,18018,"Course: Python for Beginners, Instructor: Alexander Young, Difficulty: Beginner, Certification: No, Study Material: Yes, Duration: 11.7 hours, Price: 213.23, Feedback Score: 0.88"
Personal Finance and Wealth Building | Dr. Mia Walker | Beginner,Personal Finance and Wealth Building,Dr. Mia Walker,Beginner,Yes,Yes,96.7,351.1,0.614,30527,"Course: Personal Finance and Wealth Building, Instructor: Dr. Mia Walker, Difficulty: Beginner, Certification: Yes, Study Material: Yes, Duration: 96.7 hours, Price: 351.1, Feedback Score: 0.614"
Blockchain and Decentralized Applications | Jessica Martinez | Intermediate,Blockchain and Decentralized Applications,Jessica Martinez,Intermediate,No,No,89.6,393.12,0.792,17457,"Course: Blockchain and Decentralized Applications, Instructor: Jessica Martinez, Difficulty: Intermediate, Certification: No, Study Material: No, Duration: 89.6 hours, Price: 393.12, Feedback Score: 0.792"
Cybersecurity for Professionals | Dr. Robert Davis | Intermediate,Cybersecurity for Professionals,Dr. Robert Davis,Intermediate,Yes,No,40.6,176.55,0.667,15011,"Course: Cybersecurity for Professionals, Instructor: Dr. Robert Davis, Difficulty: Intermediate, Certification: Yes, Study Material: No, Duration: 40.6 hours, Price: 176.55, Feedback Score: 0.667"
Data Visualization with Tableau | Charlotte King | Intermediate,Data Visualization with Tableau,Charlotte King,Intermediate,No,Yes,14.0,108.89,0.789,28842,"Course: Data Visualization with Tableau, Instructor: Charlotte King, Difficulty: Intermediate, Certification: No, Study Material: Yes, Duration: 14.0 hours, Price: 108.89, Feedback Score: 0.789"
Graphic Design with Canva | Ethan Hall | Advanced,Graphic Design with Canva,Ethan Hall,Advanced,Yes,Yes,24.1,462.66,0.712,49417,"Course: Graphic Design with Canva, Instructor: Ethan Hall, Difficulty: Advanced, Certification: Yes, Study Material: Yes, Duration: 24.1 hours, Price: 462.66, Feedback Score: 0.712"
Public Speaking Mastery | Jessica Martinez | Intermediate,Public Speaking Mastery,Jessica Martinez,Intermediate,Yes,Yes,23.2,304.07,0.627,44480,"Course: Public Speaking Mastery, Instructor: Jessica Martinez, Difficulty: Intermediate, Certification: Yes, Study Material: Yes, Duration: 23.2 hours, Price: 304.07, Feedback Score: 0.627"
DevOps and Continuous Deployment | James Clark | Beginner,DevOps and Continuous Deployment,James Clark,Beginner,Yes,Yes,27.3,87.6,0.628,12847,"Course: DevOps and Continuous Deployment, Instructor: James Clark, Difficulty: Beginner, Certification: Yes, Study Material: Yes, Duration: 27.3 hours, Price: 87.6, Feedback Score: 0.628"
Networking and System Administration | David Wilson | Beginner,Networking and System Administration,David Wilson,Beginner,Yes,Yes,18.3,136.84,0.673,30446,"Course: Networking and System Administration, Instructor: David Wilson, Difficulty: Beginner, Certification: Yes, Study Material: Yes, Duration: 18.3 hours, Price: 136.84, Feedback Score: 0.673"
Mobile App Development with Swift | Dr. John Smith | Beginner,Mobile App Development with Swift,Dr. John Smith,Beginner,Yes,No,43.4,413.52,0.749,38095,"Course: Mobile App Development with Swift, Instructor: Dr. John Smith, Difficulty: Beginner, Certification: Yes, Study Material: No, Duration: 43.4 hours, Price: 413.52, Feedback Score: 0.749"
Personal Finance and Wealth Building | Daniel White | Advanced,Personal Finance and Wealth Building,Daniel White,Advanced,No,Yes,61.1,105.44,0.912,43033,"Course: Personal Finance and Wealth Building, Instructor: Daniel White, Difficulty: Advanced, Certification: No, Study Material: Yes, Duration: 61.1 hours, Price: 105.44, Feedback Score: 0.912"
Cybersecurity for Professionals | Dr. Mia Walker | Beginner,Cybersecurity for Professionals,Dr. Mia Walker,Beginner,Yes,Yes,33.5,137.82,0.588,41258,"Course: Cybersecurity for Professionals, Instructor: Dr. Mia Walker, Difficulty: Beginner, Certification: Yes, Study Material: Yes, Duration: 33.5 hours, Price: 137.82, Feedback Score: 0.588"
Stock Market and Trading Strategies | Michael Brown | Beginner,Stock Market and Trading Strategies,Michael Brown,Beginner,Yes,No,81.3,368.08,0.891,16532,"Course: Stock Market and Trading Strategies, Instructor: Michael Brown, Difficulty: Beginner, Certification: Yes, Study Material: No, Duration: 81.3 hours, Price: 368.08, Feedback Score: 0.891"
Cloud Computing Essentials | Sophia Anderson | Advanced,Cloud Computing Essentials,Sophia Anderson,Advanced,Yes,Yes,95.3,347.3,0.659,23552,"Course: Cloud Computing Essentials, Instructor: Sophia Anderson, Difficulty: Advanced, Certification: Yes, Study Material: Yes, Duration: 95.3 hours, Price: 347.3, Feedback Score: 0.659"
Ethical Hacking Masterclass | Sarah Lee | Intermediate,Ethical Hacking Masterclass,Sarah Lee,Intermediate,No,Yes,84.9,286.06,0.815,6360,"Course: Ethical Hacking Masterclass, Instructor: Sarah Lee, Difficulty: Intermediate, Certification: No, Study Material: Yes, Duration: 84.9 hours, Price: 286.06, Feedback Score: 0.815"
Data Visualization with Tableau | Emma Harris | Advanced,Data Visualization with Tableau,Emma Harris,Advanced,No,Yes,89.1,155.13,0.757,7804,"Course: Data Visualization with Tableau, Instructor: Emma Harris, Difficulty: Advanced, Certification: No, Study Material: Yes, Duration: 89.1 hours, Price: 155.13, Feedback Score: 0.757"
Public Speaking Mastery | Ethan Hall | Advanced,Public Speaking Mastery,Ethan Hall,Advanced,Yes,Yes,5.4,63.65,0.78,9888,"Course: Public Speaking Mastery, Instructor: Ethan Hall, Difficulty: Advanced, Certification: Yes, Study Material: Yes, Duration: 5.4 hours, Price: 63.65, Feedback Score: 0.78"
Personal Finance and Wealth Building | Michael Brown | Beginner,Personal Finance and Wealth Building,Michael Brown,Beginner,Yes,Yes,37.1,98.11,0.88,2330,"Course: Personal Finance and Wealth Building, Instructor: Michael Brown, Difficulty: Beginner, Certification: Yes, Study Material: Yes, Duration: 37.1 hours, Price: 98.11, Feedback Score: 0.88"
Graphic Design with Canva | Liam Adams | Beginner,Graphic Design with Canva,Liam Adams,Beginner,Yes,Yes,66.6,105.12,0.525,18253,"Course: Graphic Design with Canva, Instructor: Liam Adams, Difficulty: Beginner, Certification: Yes, Study Material: Yes, Duration: 66.6 hours, Price: 105.12, Feedback Score: 0.525"
Project Management Fundamentals | Jessica Martinez | Beginner,Project Management Fundamentals,Jessica Martinez,Beginner,Yes,Yes,37.7,267.17,0.895,23097,"Course: Project Management Fundamentals, Instructor: Jessica Martinez, Difficulty: Beginner, Certification: Yes, Study Material: Yes, Duration: 37.7 hours, Price: 267.17, Feedback Score: 0.895"
Stock Market and Trading Strategies | Sophia Anderson | Advanced,Stock Market and Trading Strategies,Sophia Anderson,Advanced,Yes,Yes,96.6,234.73,0.759,40430,"Course: Stock Market and Trading Strategies, Instructor: Sophia Anderson, Difficulty: Advanced, Certification: Yes, Study Material: Yes, Duration: 96.6 hours, Price: 234.73, Feedback Score: 0.759"
Cloud Computing Essentials | Alexander Young | Beginner,Cloud Computing Essentials,Alexander Young,Beginner,Yes,Yes,21.2,289.63,0.733,38851,"Course: Cloud Computing Essentials, Instructor: Alexander Young, Difficulty: Beginner, Certification: Yes, Study Material: Yes, Duration: 21.2 hours, Price: 289.63, Feedback Score: 0.733"
Personal Finance and Wealth Building | Isabella Scott | Beginner,Personal Finance and Wealth Building,Isabella Scott,Beginner,No,Yes,68.6,66.71,0.806,30357,"Course: Personal Finance and Wealth Building, Instructor: Isabella Scott, Difficulty: Beginner, Certification: No, Study Material: Yes, Duration: 68.6 hours, Price: 66.71, Feedback Score: 0.806"
Fundamentals of Digital Marketing | Michael Brown | Beginner,Fundamentals of Digital Marketing,Michael Brown,Beginner,Yes,Yes,24.6,285.33,0.517,10883,"Course: Fundamentals of Digital Marketing, Instructor: Michael Brown, Difficulty: Beginner, Certification: Yes, Study Material: Yes, Duration: 24.6 hours, Price: 285.33, Feedback Score: 0.517"
